modCut,modBeneficiary,modProjectId,modCutFiat,date
2.3375686462614427,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3966.3516450278744,7/30/2022, 3:31:43 PM
0.873280362188237,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1481.7691051236209,7/30/2022, 3:31:43 PM
4.675137292522885,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,7932.703290055749,7/30/2022, 3:31:43 PM
4.675137292522885,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,7932.703290055749,7/30/2022, 3:31:43 PM
0.873280362188237,0xfda746f4c3f9f5a02b3e63ed6d0ebbc002d1f788,0,1481.7691051236209,7/30/2022, 3:31:43 PM
0.873280362188237,0x68dfb9b374b0a1ce996770ddf32916a530b4785f,0,1481.7691051236209,7/30/2022, 3:31:43 PM
7.410256526855084,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,10041.235799623002,7/16/2022, 3:34:07 PM
5.928205221484068,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,8032.988639698402,7/16/2022, 3:34:07 PM
13.706270101496923,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,18572.62154470415,7/16/2022, 3:34:07 PM
1.482051305371017,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,2008.2471599246005,7/16/2022, 3:34:07 PM
4.889687518450362,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6625.74975391182,7/16/2022, 3:34:07 PM
34.09799791627332,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,46204.343416659416,7/16/2022, 3:34:07 PM
3.699719317057575,0x28c173b8f20488eef1b0f48df8453a2f59c38337,0,5013.288530614695,7/16/2022, 3:34:07 PM
3.3319109638998046,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4514.891425231949,7/16/2022, 3:34:07 PM
1.482051305371017,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,2008.2471599246005,7/16/2022, 3:34:07 PM
3.5482688186984928,0x25910143c255828f623786f46fe9a8941b7983bb,0,4808.066193104152,7/16/2022, 3:34:07 PM
11.856410442968135,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,16065.977279396804,7/16/2022, 3:34:07 PM
1.482051305371017,0xa8488938161c9afa127e93fef6d3447051588664,0,2008.2471599246005,7/16/2022, 3:34:07 PM
2.217668011686558,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3005.0413706900954,7/16/2022, 3:34:07 PM
1.103425059473312,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1495.1913161482428,7/16/2022, 3:34:07 PM
5.928205221484068,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,8032.988639698402,7/16/2022, 3:34:07 PM
5.928205221484068,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,8032.988639698402,7/16/2022, 3:34:07 PM
9.388588988388053,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,5,10032.096984945601,7/2/2022, 4:10:32 PM
7.488952305912648,0x30670d81e487c80b9edc54370e6eaf943b6eab39,0,8002.256349859332,7/2/2022, 4:10:32 PM
17.352450464919553,0x6860f1a0cf179ed93abd3739c7f6c8961a4eea3c,0,18541.8134935765,7/2/2022, 4:10:32 PM
1.863105207812415,0x6212ce06dcac01706e6be5310c3228ede1a02adf,0,1990.8052382576875,7/2/2022, 4:10:32 PM
6.173819218045061,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,33,6596.982064030376,7/2/2022, 4:10:32 PM
43.18020305165244,0xaf28bcb48c40dbc86f52d459a6562f658fc94b1e,329,46139.83905138405,7/2/2022, 4:10:32 PM
4.676028756862531,0x28c173b8f20488eef1b0f48df8453a2f59c38337,0,4996.530794058509,7/2/2022, 4:10:32 PM
4.2011195862436805,0xca6ed3fdc8162304d7f1fcfc9ca3a81632d5e5b0,0,4489.070635286942,7/2/2022, 4:10:32 PM
1.863105207812415,0x34724d71ce674fcd4d06e60dd1baa88c14d36b75,0,1990.8052382576875,7/2/2022, 4:10:32 PM
1.863105207812415,0xf8284136b169213e4c50ce09f3e1d9a9b484baea,0,1990.8052382576875,7/2/2022, 4:10:32 PM
15.014436086488285,0x5d95baebb8412ad827287240a5c281e3bb30d27e,0,16043.548096547245,7/2/2022, 4:10:32 PM
1.863105207812415,0xa8488938161c9afa127e93fef6d3447051588664,0,1990.8052382576875,7/2/2022, 4:10:32 PM
2.8129235490501165,0x2dda8dc2f67f1eb94b250caefac9de16f70c5a51,0,3005.725555800822,7/2/2022, 4:10:32 PM
1.3881960371935642,0x5706d5ad7a68bf8692bd341234be44ca7bf2f654,0,1483.34507948612,7/2/2022, 4:10:32 PM
7.488952305912648,0xb045708e396e20071324c1aed2e4cfb90a0764fe,0,8002.256349859332,7/2/2022, 4:10:32 PM
7.488952305912648,0x428f196c4d754a96642854ac5d9f29a0e6ec707e,0,8002.256349859332,7/2/2022, 4:10:32 PM
